web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-251","https://poe2db.tw/us/Keywords","Damage Gained as extra X","","","","Damage gained as a specific damage type only scales with modifiers to the new type, not with modifiers to the source damage's type (unless they're the same type). 



For example, Lightning damage gained from Physical damage scales with Lightning damage modifiers, but not Physical damage modifiers.



Damage Gain occurs in the same two step process as Damage Conversion. Damage over time cannot benefit from damage Gain.","","","","","","","","","","","","","","","","","","","",""
"1788937663-252","https://poe2db.tw/us/Keywords","Tailwind","","","Evasion","Tailwind is a stacking Buff which grants 1% increased movement speed, 2% increased Skill Speed, 10% increased Evasion Rating and prevent 1% of Damage from Deflected Hits per stack. Maximum 10 stacks.



Lose all Tailwind stacks when Hit.","","","","","","","","","","","","","","","","","","","",""
"1788937663-253","https://poe2db.tw/us/Keywords","Jade","","","","Jade is a stacking Buff which grants 1% additional Physical Damage Reduction per stack. Maximum of 10 Jade stacks.","","","","","","","","","","","","","","","","","","","",""
"1788937663-254","https://poe2db.tw/us/Keywords","Concentration","","","","Enemies have less Cooldown Recovery Rate the lower their Concentration, scaling down to 50% less Cooldown Recovery Rate when Concentration is 0%.","","","","","","","","","","","","","","","","","","","",""
"1788937663-255","https://poe2db.tw/us/Keywords","Flame of Chayula","","","","Flames of Chayula are Remnants that grant the following bonuses when collected:

Red Flames of Chayula Leech 20% of your maximum Life to you

Blue Flames of Chayula Leech 20% of your maximum Mana to you

Purple Flames of Chayula provide a stacking Buff granting 7% of damage as extra Chaos damage for 8 seconds, and stacks up to 10 times.","","","","","","","","","","","","","","","","","","","",""
"1788937663-256","https://poe2db.tw/us/Keywords","Ancient Blooms","","","","Ancient Blooms are Remnants that grant the following bonuses when collected:

Vivid Blooms grant 5 Charges to all of your Charms

Primal Blooms grant 5 Charges to all of your Mana Flasks

Wild Blooms grant 5 Charges to all of your Life Flasks","","","","","","","","","","","","","","","","","","","",""
"1788937663-257","https://poe2db.tw/us/Keywords","Red Flames of Chayula","","","","Red Flames of Chayula Leech 20% of your maximum Life to you to when collected.","","","","","","","","","","","","","","","","","","","",""
"1788937663-258","https://poe2db.tw/us/Keywords","Blue Flames of Chayula","","","","Blue Flames of Chayula Leech 20% of your maximum Mana to you when collected.","","","","","","","","","","","","","","","","","","","",""
"1788937663-259","https://poe2db.tw/us/Keywords","Small Passives","","","","Small Passive Skills are Passives that are not Notables, Keystones, Ascendancy Passive Skills or Passive Skills where you can select an Attribute.","Attribute","","","","","","","","","","","","","","","","","","",""
"1788937663-260","https://poe2db.tw/us/Keywords","Valour","","","","Valour is used to fuel Banner Skills. Killing an enemy with an Attack generates 1 Valour, and Banners passively gain 1 Valour per second while a Unique enemy is in your Presence. You can only gain Valour once every 0.5 seconds, and a Banner skill cannot gain Valour while its Banner is placed.



Each Banner has 50 maximum Valour by default. If you have multiple Banner skills active, each gains Valour separately.","","","","","","","","","","","","","","","","","","","",""
"1788937663-261","https://poe2db.tw/us/Keywords","Intimidate","","","","Intimidate is a Debuff that inflicts 10% increased damage taken and 10% reduced damage dealt.","","","","","","","","","Debuff","","","","","","","","","","",""
"1788937663-262","https://poe2db.tw/us/Keywords","Ballista Totems","","","","Ballistas are a type of Totem that use Projectile Attacks.","","","","","","","","","","","","","","","","","Projectile","","",""
"1788937663-263","https://poe2db.tw/us/Keywords","Soul Core","","","","Soul Cores are artifacts of the ancient Vaal empire and function as a type of Augment.","","","","","","","","","","","","","","","","","","","",""
"1788937663-264","https://poe2db.tw/us/Keywords","Abyssal Eye","","","","Abyssal Eyes are artifacts recovered from Abyssals which function as a type of Augment.","","","","","","","","","","","","","","","","","","","",""
"1788937663-265","https://poe2db.tw/us/Keywords","Rune","","","","Runes are Augments of Kalguuran origin and make.","","","","","","","","","","","","","","","","","","","",""
"1788937663-266","https://poe2db.tw/us/Keywords","Idol","","","","Idols are a type of Augment fashioned by the Azmeri.","","","","","","","","","","","","","","","","","","","",""
"1788937663-267","https://poe2db.tw/us/Keywords","Honour","","","","Honour is an additional resource you have to manage within the Trial of the Sekhemas. A percentage of the damage you take from enemies in the Trial will be taken from your Honour. If your Honour reaches zero then the Trial is failed.



Your starting and maximum Honour are the sum of your maximum Life, Energy Shield and Runic Ward. Your maximum Mana is also added if you have [passive_keystone_mind_over_matter|Mind Over Matter].","","","","","","","","","","","","","Energy Shield","","","","","","",""
"1788937663-268","https://poe2db.tw/us/Keywords","Lightning Ailments","","","","Shock and Electrocute are Lightning Ailments.","","","","Shock","","","","","","","","","","","","","","","",""
"1788937663-269","https://poe2db.tw/us/Keywords","Added Skill Use Time","","","","This additional use time is fixed and will not be modified by skill use speed stats.","","","","","","","","","","","","","","","","","","","",""
"1788937663-270","https://poe2db.tw/us/Keywords","Covered in Oil","","Ignite","","Enemies covered in Oil have their movement speed Slowed, are inflicted with Exposure and have 200% more Magnitude of Flammability inflicted on them.



Ignited Ground or Detonator Skills will Ignite Oil-covered enemies. This removes the Oil, but the Exposure will remain for the duration of that Ignite.","","","","","","","","","","","Slowed","","","","","","","","",""
"1788937663-271","https://poe2db.tw/us/Keywords","Oil Ground","","","","Enemies standing in Oil Ground have their movement speed Slowed and are inflicted with Exposure.



Ignited enemies, Ignited Ground, or Detonator Skills that touch the Oil cause it to catch fire, Igniting enemies instead of Slowing them, but still inflicting the Exposure.","","","","","","","","","","","Slowed","","","","","","","","",""
"1788937663-272","https://poe2db.tw/us/Keywords","Str","","","","[DNT] Str","","","","","","","","","","","","","","","","","","","",""
"1788937663-273","https://poe2db.tw/us/Keywords","Dex","","","","[DNT] Dex","","","","","","","","","","","","","","","","","","","",""
"1788937663-274","https://poe2db.tw/us/Keywords","Int","","","","[DNT] Int","","","","","","","","","","","","","","","","","","","",""
"1788937663-275","https://poe2db.tw/us/Keywords","Str/Dex","","","","[DNT] Str/Dex","","","","","","","","","","","","","","","","","","","",""
"1788937663-276","https://poe2db.tw/us/Keywords","Str/Int","","","","[DNT] Str/Int","","","","","","","","","","","","","","","","","","","",""
"1788937663-277","https://poe2db.tw/us/Keywords","Dex/Int","","","","[DNT] Dex/Int","","","","","","","","","","","","","","","","","","","",""
"1788937663-278","https://poe2db.tw/us/Keywords","Str/Dex/Int","","","","[DNT] Str/Dex/Int","","","","","","","","","","","","","","","","","","","",""
"1788937663-279","https://poe2db.tw/us/Keywords","One-Handed","","","","[DNT] One-Handed","","","","","","","","","","","","","","","","","","","",""
"1788937663-280","https://poe2db.tw/us/Keywords","Two-Hander","","","","[DNT] Two-Hander","","","","","","","","","","","","","","","","","","","",""
"1788937663-281","https://poe2db.tw/us/Keywords","Stat Totals","","","","The Total value of a stat is the value after all calculations have been performed. Modifiers to the Total value apply after all other modifiers.","","","","","","","","","","","","","","","","","","","",""
"1788937663-282","https://poe2db.tw/us/Keywords","Adding to Stat Totals","","","","Adding to the Total value of a stat occurs after all other calculations have been performed. This means that the added value does not benefit from percentage modifiers to the stat.","","","","","","","","","","","","","","","","","","","",""
"1788937663-283","https://poe2db.tw/us/Keywords","Charms","","","","Charms are protective trinkets you can equip that automatically trigger a defensive effect when a specific condition is met. Similar to Flasks, Charms require charges to trigger. Charm charges can be regained by killing monsters, granting charges equal to half of the monster's Power. Checkpoints and Wells completely recharge Charms when activated.



The maximum number of Charm slots is capped at 3.","","","","","","","","","","","","","","","","","","","",""
"1788937663-284","https://poe2db.tw/us/Keywords","Zealot's Oath","","","","Excess Life Recovery from Regeneration is applied to Energy Shield.

Energy Shield does not Recharge.","","","","","","","","","","","","","Energy Shield","","","","","","",""
